shipment_id,origin,destination,distance_km,weather_condition,temperature,rainfall,traffic_level,route_type,package_weight,shipment_type,dispatch_time,historical_delay_rate,estimated_delivery_time,actual_delivery_time,delay_minutes,delay_status
162,Ahmedabad,Chennai,1574.3,Heavy Rain,41.2,76.7,Severe,City Road,39.5,Express,2025-06-23 20:00:00,0.19,2099.1,2263.8,164.7,Moderate Delay
163,Pune,Raipur,1805.5,Fog,26.2,0.0,Low,Rural Road,32.0,Express,2025-06-10 14:00:00,0.4,2407.3,2504.9,97.6,Moderate Delay
164,Hyderabad,Bangalore,1034.2,Fog,33.8,0.0,Severe,Highway,2.6,Standard,2025-02-13 08:00:00,0.05,1378.9,1480.4,101.5,Moderate Delay
165,Pune,Delhi,1480.3,Fog,22.4,0.0,High,City Road,15.2,Same-Day,2025-01-31 16:00:00,0.21,1973.7,2098.1,124.4,Moderate Delay
166,Delhi,Raipur,544.8,Rain,10.7,11.2,Severe,Highway,48.4,Express,2025-11-04 15:00:00,0.18,726.4,852.2,125.8,Moderate Delay
167,Hyderabad,Delhi,1237.7,Storm,37.1,53.3,Medium,City Road,26.7,Same-Day,2025-09-04 13:00:00,0.03,1650.3,1819.1,168.8,Moderate Delay
168,Delhi,Pune,1627.3,Storm,33.0,14.6,High,Highway,17.2,Express,2025-10-21 13:00:00,0.56,2169.7,2333.1,163.4,Moderate Delay
169,Pune,Jaipur,1887.3,Storm,18.4,14.1,Low,Rural Road,10.3,Standard,2025-04-03 14:00:00,0.53,2516.4,2702.9,186.5,Severe Delay
170,Kolkata,Pune,1515.0,Rain,26.1,68.1,Low,City Road,36.6,Standard,2025-10-17 18:00:00,0.47,2020.0,2150.8,130.8,Moderate Delay
171,Delhi,Chennai,105.5,Fog,15.8,0.0,Low,Highway,7.0,Same-Day,2025-09-29 12:00:00,0.44,140.7,224.8,84.1,Moderate Delay
172,Pune,Raipur,1026.6,Heavy Rain,20.4,47.4,High,City Road,34.6,Express,2025-06-09 16:00:00,0.52,1368.8,1521.1,152.3,Moderate Delay
173,Jaipur,Delhi,508.4,Clear,35.4,0.0,Medium,City Road,49.6,Same-Day,2025-01-26 08:00:00,0.06,677.9,705.3,27.4,Slight Delay
174,Kolkata,Ahmedabad,723.7,Fog,37.4,0.0,Severe,Mixed,27.9,Same-Day,2025-08-15 19:00:00,0.0,964.9,1073.4,108.5,Moderate Delay
175,Kolkata,Chennai,748.5,Storm,21.4,16.2,Low,Rural Road,15.6,Express,2025-02-26 15:00:00,0.53,998.0,1143.8,145.8,Moderate Delay
176,Jaipur,Raipur,837.0,Storm,34.3,5.2,High,Highway,31.2,Standard,2025-07-22 07:00:00,0.21,1116.0,1274.0,158.0,Moderate Delay
177,Mumbai,Kolkata,148.4,Rain,30.3,47.1,Medium,City Road,28.3,Express,2025-05-29 16:00:00,0.36,197.9,286.7,88.8,Moderate Delay
178,Delhi,Mumbai,1421.2,Heavy Rain,37.6,43.8,Severe,City Road,22.3,Standard,2025-07-14 13:00:00,0.09,1894.9,2047.1,152.2,Moderate Delay
179,Ahmedabad,Jaipur,1476.6,Fog,44.9,0.0,High,Highway,46.7,Express,2025-01-22 19:00:00,0.39,1968.8,2071.5,102.7,Moderate Delay
180,Mumbai,Ahmedabad,1152.3,Clear,30.6,0.0,High,Mixed,9.6,Same-Day,2025-07-27 19:00:00,0.22,1536.4,1614.0,77.6,Moderate Delay
181,Kolkata,Delhi,1045.8,Heavy Rain,20.5,75.6,Low,Rural Road,13.3,Standard,2025-11-13 20:00:00,0.26,1394.4,1492.7,98.3,Moderate Delay
182,Hyderabad,Delhi,179.6,Heavy Rain,35.5,42.2,Low,City Road,22.1,Express,2025-10-29 18:00:00,0.44,239.5,342.8,103.3,Moderate Delay
183,Ahmedabad,Delhi,1320.8,Heavy Rain,43.5,10.2,High,Rural Road,3.3,Standard,2025-06-20 11:00:00,0.17,1761.1,1876.9,115.8,Moderate Delay
184,Delhi,Jaipur,1557.9,Fog,12.3,0.0,Low,City Road,24.6,Express,2025-06-29 10:00:00,0.02,2077.2,2158.9,81.7,Moderate Delay
185,Chennai,Delhi,707.7,Cloudy,41.5,0.1,High,City Road,33.4,Standard,2025-11-05 10:00:00,0.58,943.6,1061.3,117.7,Moderate Delay
186,Delhi,Chennai,412.2,Fog,29.8,0.0,Severe,Mixed,23.5,Same-Day,2025-10-24 20:00:00,0.58,549.6,670.1,120.5,Moderate Delay
187,Jaipur,Hyderabad,516.9,Fog,39.8,0.0,High,City Road,28.3,Express,2025-02-04 21:00:00,0.31,689.2,798.6,109.4,Moderate Delay
188,Raipur,Kolkata,927.4,Rain,27.0,17.4,Low,Rural Road,47.3,Same-Day,2025-02-07 15:00:00,0.51,1236.5,1316.9,80.4,Moderate Delay
189,Raipur,Ahmedabad,143.3,Clear,27.9,0.0,Low,Rural Road,40.4,Express,2025-02-09 08:00:00,0.28,191.1,223.4,32.3,Slight Delay
190,Jaipur,Ahmedabad,1048.4,Heavy Rain,17.2,70.8,Severe,Highway,44.0,Express,2025-10-20 12:00:00,0.52,1397.9,1543.9,146.0,Moderate Delay
191,Hyderabad,Ahmedabad,149.1,Storm,26.2,73.2,Medium,Highway,27.2,Express,2025-02-22 16:00:00,0.3,198.8,270.9,72.1,Moderate Delay
192,Delhi,Jaipur,1589.9,Fog,30.2,0.0,Medium,Highway,31.9,Standard,2025-12-29 20:00:00,0.48,2119.9,2224.1,104.2,Moderate Delay
193,Raipur,Jaipur,1590.7,Storm,21.1,69.3,Medium,Rural Road,45.4,Express,2025-05-25 18:00:00,0.17,2120.9,2256.7,135.8,Moderate Delay
194,Pune,Hyderabad,891.8,Fog,31.5,0.0,Low,Rural Road,4.6,Standard,2025-06-18 09:00:00,0.53,1189.1,1311.6,122.5,Moderate Delay
195,Ahmedabad,Pune,1342.5,Rain,32.2,17.4,High,City Road,44.2,Express,2025-02-11 10:00:00,0.26,1790.0,1888.5,98.5,Moderate Delay
196,Hyderabad,Kolkata,1719.2,Fog,38.7,0.0,Severe,City Road,27.3,Same-Day,2025-12-29 08:00:00,0.43,2292.3,2472.5,180.2,Severe Delay
197,Kolkata,Jaipur,998.5,Heavy Rain,39.0,30.1,High,City Road,9.1,Same-Day,2025-12-26 22:00:00,0.43,1331.3,1473.2,141.9,Moderate Delay
198,Delhi,Raipur,1309.3,Storm,31.7,31.4,High,Highway,42.2,Express,2025-06-08 11:00:00,0.28,1745.7,1915.5,169.8,Moderate Delay
199,Chennai,Pune,1378.9,Heavy Rain,12.4,18.1,Medium,City Road,42.9,Standard,2025-03-21 08:00:00,0.14,1838.5,1958.8,120.3,Moderate Delay
200,Kolkata,Delhi,85.7,Storm,20.6,54.0,Low,Rural Road,46.9,Same-Day,2025-03-09 18:00:00,0.52,114.3,240.4,126.1,Moderate Delay
201,Bangalore,Chennai,1348.0,Cloudy,29.6,0.6,Medium,Mixed,22.6,Standard,2025-07-30 17:00:00,0.28,1797.3,1872.8,75.5,Moderate Delay
202,Chennai,Ahmedabad,1485.0,Storm,42.1,26.0,High,Mixed,43.0,Standard,2025-10-01 13:00:00,0.18,1980.0,2155.5,175.5,Moderate Delay
203,Kolkata,Ahmedabad,1458.8,Cloudy,20.7,4.1,High,Mixed,14.4,Express,2025-05-25 18:00:00,0.52,1945.1,2039.4,94.3,Moderate Delay
204,Ahmedabad,Jaipur,616.5,Heavy Rain,30.9,27.3,Medium,City Road,15.3,Same-Day,2025-03-12 14:00:00,0.45,822.0,928.5,106.5,Moderate Delay
205,Mumbai,Ahmedabad,1786.8,Rain,16.5,10.9,Low,Highway,12.4,Express,2025-02-12 11:00:00,0.48,2382.4,2460.4,78.0,Moderate Delay
206,Kolkata,Ahmedabad,205.8,Storm,41.8,55.2,Medium,Mixed,41.5,Standard,2025-04-24 20:00:00,0.53,274.4,407.6,133.2,Moderate Delay
207,Hyderabad,Mumbai,1552.3,Heavy Rain,31.1,71.9,Low,Mixed,22.4,Same-Day,2025-07-11 13:00:00,0.36,2069.7,2161.8,92.1,Moderate Delay
208,Pune,Delhi,985.6,Rain,32.8,76.3,Medium,Highway,30.2,Express,2025-02-20 16:00:00,0.45,1314.1,1375.1,61.0,Moderate Delay
209,Bangalore,Chennai,955.5,Clear,11.6,0.0,High,Mixed,7.4,Same-Day,2025-03-13 21:00:00,0.17,1274.0,1325.5,51.5,Slight Delay
210,Raipur,Mumbai,1042.8,Clear,10.2,0.0,Low,Rural Road,0.9,Standard,2025-03-18 22:00:00,0.13,1390.4,1432.8,42.4,Slight Delay
211,Pune,Delhi,1035.1,Rain,20.3,74.9,Medium,Rural Road,20.2,Standard,2025-01-25 13:00:00,0.05,1380.1,1470.6,90.5,Moderate Delay
212,Pune,Ahmedabad,1985.8,Clear,14.6,0.0,Low,Mixed,14.1,Same-Day,2025-10-02 06:00:00,0.24,2647.7,2713.7,66.0,Moderate Delay
213,Ahmedabad,Chennai,632.6,Fog,38.8,0.0,Medium,Rural Road,47.8,Express,2025-01-01 17:00:00,0.49,843.5,928.9,85.4,Moderate Delay
214,Chennai,Raipur,246.7,Cloudy,23.4,2.3,Low,Rural Road,18.8,Standard,2025-09-27 22:00:00,0.07,328.9,360.2,31.3,Slight Delay
215,Ahmedabad,Jaipur,1884.6,Clear,33.4,0.0,Severe,Mixed,34.1,Standard,2025-11-22 18:00:00,0.22,2512.8,2651.9,139.1,Moderate Delay
216,Hyderabad,Kolkata,258.7,Fog,41.6,0.0,Low,Rural Road,3.8,Standard,2025-06-26 13:00:00,0.32,344.9,412.2,67.3,Moderate Delay
217,Delhi,Pune,1162.9,Cloudy,11.5,0.6,Low,Rural Road,28.2,Same-Day,2025-06-23 11:00:00,0.21,1550.5,1591.8,41.3,Slight Delay
218,Raipur,Ahmedabad,626.5,Fog,37.6,0.0,Medium,City Road,22.6,Standard,2025-08-23 07:00:00,0.48,835.3,958.8,123.5,Moderate Delay
219,Kolkata,Chennai,1172.8,Clear,23.0,0.0,Medium,Highway,30.3,Express,2025-06-08 22:00:00,0.42,1563.7,1607.5,43.8,Slight Delay
220,Pune,Jaipur,325.8,Heavy Rain,10.9,53.4,High,Highway,32.0,Same-Day,2025-04-08 15:00:00,0.2,434.4,524.4,90.0,Moderate Delay
221,Hyderabad,Mumbai,741.9,Fog,17.6,0.0,High,Rural Road,49.4,Standard,2025-07-08 19:00:00,0.27,989.2,1091.9,102.7,Moderate Delay
222,Pune,Ahmedabad,97.2,Heavy Rain,11.1,34.1,High,City Road,8.4,Express,2025-12-21 21:00:00,0.01,129.6,240.2,110.6,Moderate Delay
223,Hyderabad,Jaipur,1912.7,Rain,21.0,71.6,Low,Mixed,30.3,Standard,2025-08-09 11:00:00,0.5,2550.3,2654.8,104.5,Moderate Delay
224,Ahmedabad,Kolkata,325.2,Rain,29.4,45.6,Low,Highway,38.2,Express,2025-12-05 15:00:00,0.5,433.6,448.7,15.1,Slight Delay
225,Kolkata,Ahmedabad,698.0,Storm,19.5,77.5,Severe,City Road,28.1,Same-Day,2025-08-16 17:00:00,0.21,930.7,1107.2,176.5,Moderate Delay
226,Raipur,Mumbai,1147.4,Fog,31.7,0.0,High,Mixed,10.5,Express,2025-11-24 07:00:00,0.24,1529.9,1643.1,113.2,Moderate Delay
227,Delhi,Raipur,1820.7,Rain,35.3,45.0,Medium,Highway,43.6,Standard,2025-11-08 20:00:00,0.08,2427.6,2501.3,73.7,Moderate Delay
228,Mumbai,Chennai,977.1,Clear,40.2,0.0,Medium,Rural Road,29.6,Express,2025-07-16 07:00:00,0.23,1302.8,1358.5,55.7,Slight Delay
229,Jaipur,Bangalore,994.8,Fog,30.2,0.0,Severe,Rural Road,43.3,Express,2025-08-16 08:00:00,0.59,1326.4,1533.8,207.4,Severe Delay
230,Jaipur,Bangalore,1710.8,Storm,25.4,68.5,High,Mixed,44.7,Express,2025-11-29 14:00:00,0.04,2281.1,2451.5,170.4,Moderate Delay
231,Chennai,Delhi,57.8,Clear,26.7,0.0,Medium,Mixed,34.5,Same-Day,2025-07-18 09:00:00,0.43,77.1,113.3,36.2,Slight Delay
232,Kolkata,Hyderabad,1915.7,Fog,10.3,0.0,Severe,City Road,49.9,Same-Day,2025-05-27 21:00:00,0.41,2554.3,2737.9,183.6,Severe Delay
233,Chennai,Delhi,1486.1,Cloudy,15.0,3.8,Low,Mixed,38.6,Standard,2025-08-16 08:00:00,0.4,1981.5,2037.5,56.0,Slight Delay
234,Hyderabad,Pune,826.1,Fog,12.3,0.0,Low,Rural Road,17.8,Express,2025-03-22 11:00:00,0.07,1101.5,1164.1,62.6,Moderate Delay
235,Hyderabad,Jaipur,613.1,Cloudy,12.7,2.5,Low,City Road,39.8,Standard,2025-05-02 21:00:00,0.42,817.5,876.9,59.4,Slight Delay
236,Mumbai,Pune,1859.9,Storm,24.2,73.0,High,Mixed,16.4,Same-Day,2025-03-08 08:00:00,0.29,2479.9,2634.3,154.4,Moderate Delay
237,Delhi,Hyderabad,1302.7,Heavy Rain,14.3,71.6,Severe,Mixed,25.4,Express,2025-10-22 08:00:00,0.27,1736.9,1923.9,187.0,Severe Delay
238,Bangalore,Pune,1611.8,Fog,29.3,0.0,Low,Mixed,26.2,Express,2025-12-15 22:00:00,0.09,2149.1,2223.3,74.2,Moderate Delay
239,Hyderabad,Bangalore,1266.5,Storm,11.9,61.1,Medium,City Road,16.2,Express,2025-09-15 07:00:00,0.0,1688.7,1821.2,132.5,Moderate Delay
240,Delhi,Jaipur,646.2,Cloudy,13.6,1.8,High,City Road,13.9,Standard,2025-06-15 13:00:00,0.51,861.6,984.2,122.6,Moderate Delay
241,Hyderabad,Jaipur,767.1,Rain,43.7,11.7,Low,Rural Road,34.5,Standard,2025-11-22 14:00:00,0.3,1022.8,1087.7,64.9,Moderate Delay
242,Bangalore,Hyderabad,1932.8,Storm,36.6,76.3,Low,City Road,35.3,Same-Day,2025-10-25 10:00:00,0.18,2577.1,2685.1,108.0,Moderate Delay
243,Bangalore,Pune,1914.5,Storm,27.5,37.5,Low,Highway,23.2,Standard,2025-01-24 14:00:00,0.13,2552.7,2676.1,123.4,Moderate Delay
244,Chennai,Raipur,439.7,Storm,33.0,40.4,Low,Mixed,44.1,Same-Day,2025-10-07 15:00:00,0.13,586.3,680.1,93.8,Moderate Delay
245,Kolkata,Ahmedabad,1482.4,Cloudy,21.0,3.2,Severe,Rural Road,20.1,Express,2025-02-07 07:00:00,0.43,1976.5,2128.0,151.5,Moderate Delay
246,Bangalore,Ahmedabad,549.8,Heavy Rain,39.2,6.1,Severe,Mixed,19.3,Standard,2025-06-24 10:00:00,0.2,733.1,848.3,115.2,Moderate Delay
247,Hyderabad,Pune,1071.3,Fog,30.8,0.0,High,Mixed,1.0,Standard,2025-07-09 22:00:00,0.28,1428.4,1558.3,129.9,Moderate Delay
248,Ahmedabad,Delhi,1952.5,Rain,14.4,6.3,Medium,Mixed,38.6,Standard,2025-05-17 20:00:00,0.48,2603.3,2721.9,118.6,Moderate Delay
249,Chennai,Bangalore,1045.6,Clear,22.2,0.0,Low,Rural Road,18.9,Express,2025-11-12 19:00:00,0.0,1394.1,1438.3,44.2,Slight Delay
250,Chennai,Bangalore,1565.1,Rain,26.0,34.9,High,City Road,15.5,Standard,2025-09-13 22:00:00,0.04,2086.8,2201.1,114.3,Moderate Delay
251,Raipur,Ahmedabad,134.5,Rain,43.5,75.7,Severe,Highway,39.4,Standard,2025-07-21 22:00:00,0.59,179.3,326.3,147.0,Moderate Delay
252,Raipur,Chennai,1252.4,Cloudy,37.3,2.9,High,Highway,7.8,Standard,2025-05-25 21:00:00,0.49,1669.9,1753.3,83.4,Moderate Delay
253,Jaipur,Raipur,1836.6,Rain,20.2,40.2,Low,Highway,44.6,Express,2025-03-10 14:00:00,0.42,2448.8,2507.9,59.1,Slight Delay
254,Hyderabad,Raipur,1011.2,Rain,33.8,10.7,Low,Mixed,14.1,Standard,2025-10-19 12:00:00,0.48,1348.3,1409.4,61.1,Moderate Delay
255,Hyderabad,Jaipur,902.2,Rain,17.3,8.7,Low,Mixed,42.3,Same-Day,2025-08-19 14:00:00,0.59,1202.9,1259.9,57.0,Slight Delay
256,Jaipur,Delhi,885.3,Cloudy,30.8,0.4,Low,Mixed,31.3,Express,2025-06-23 17:00:00,0.59,1180.4,1273.8,93.4,Moderate Delay
257,Bangalore,Kolkata,1052.5,Storm,44.2,61.8,Severe,Highway,8.5,Standard,2025-01-20 10:00:00,0.29,1403.3,1601.3,198.0,Severe Delay
258,Hyderabad,Ahmedabad,1007.8,Storm,10.4,5.7,Severe,City Road,18.2,Same-Day,2025-09-21 10:00:00,0.56,1343.7,1560.8,217.1,Severe Delay
259,Hyderabad,Pune,1463.1,Cloudy,13.3,2.1,Severe,Rural Road,1.9,Same-Day,2025-06-22 22:00:00,0.29,1950.8,2065.6,114.8,Moderate Delay
260,Ahmedabad,Jaipur,797.1,Heavy Rain,36.4,73.9,High,Mixed,47.6,Standard,2025-07-08 16:00:00,0.35,1062.8,1207.6,144.8,Moderate Delay
261,Delhi,Raipur,1320.1,Storm,18.4,19.4,High,Highway,46.0,Same-Day,2025-08-31 14:00:00,0.06,1760.1,1866.2,106.1,Moderate Delay
262,Jaipur,Chennai,1901.9,Fog,30.4,0.0,Low,Mixed,22.1,Standard,2025-09-26 18:00:00,0.35,2535.9,2643.5,107.6,Moderate Delay
263,Bangalore,Kolkata,1894.0,Clear,41.2,0.0,Low,City Road,21.3,Standard,2025-08-14 16:00:00,0.47,2525.3,2611.3,86.0,Moderate Delay
264,Pune,Bangalore,430.0,Heavy Rain,12.5,10.2,Medium,Mixed,47.1,Same-Day,2025-11-10 21:00:00,0.3,573.3,660.1,86.8,Moderate Delay
265,Mumbai,Chennai,1546.8,Storm,32.9,16.4,Medium,Rural Road,43.9,Same-Day,2025-09-02 22:00:00,0.32,2062.4,2175.4,113.0,Moderate Delay
266,Pune,Hyderabad,1946.7,Cloudy,17.9,1.5,Severe,Rural Road,15.5,Same-Day,2025-07-01 14:00:00,0.14,2595.6,2737.6,142.0,Moderate Delay
267,Jaipur,Raipur,1489.0,Cloudy,39.7,2.1,Medium,Rural Road,15.5,Same-Day,2025-06-02 13:00:00,0.2,1985.3,2047.7,62.4,Moderate Delay
268,Kolkata,Hyderabad,1189.5,Fog,33.1,0.0,Medium,Mixed,4.4,Express,2025-09-03 17:00:00,0.33,1586.0,1707.2,121.2,Moderate Delay
269,Ahmedabad,Kolkata,104.0,Rain,19.3,50.1,Low,Mixed,15.2,Express,2025-06-26 10:00:00,0.43,138.7,202.2,63.5,Moderate Delay
270,Kolkata,Mumbai,934.2,Rain,42.2,57.1,Low,Rural Road,36.6,Express,2025-12-02 14:00:00,0.52,1245.6,1322.0,76.4,Moderate Delay
271,Raipur,Chennai,1957.5,Cloudy,40.0,3.5,High,Rural Road,36.5,Standard,2025-02-25 13:00:00,0.34,2610.0,2715.2,105.2,Moderate Delay
272,Chennai,Mumbai,69.9,Fog,39.4,0.0,Medium,City Road,1.1,Standard,2025-02-21 19:00:00,0.42,93.2,212.2,119.0,Moderate Delay
273,Hyderabad,Ahmedabad,1101.9,Clear,43.8,0.0,Medium,Highway,3.1,Same-Day,2025-03-22 19:00:00,0.3,1469.2,1515.1,45.9,Slight Delay
274,Raipur,Ahmedabad,1733.3,Fog,15.5,0.0,Medium,Rural Road,15.8,Express,2025-05-27 07:00:00,0.17,2311.1,2411.7,100.6,Moderate Delay
275,Delhi,Kolkata,1152.1,Storm,39.1,73.0,Low,City Road,1.1,Express,2025-04-01 07:00:00,0.4,1536.1,1623.6,87.5,Moderate Delay
276,Pune,Ahmedabad,1470.7,Cloudy,24.2,0.3,High,Highway,39.3,Standard,2025-06-02 09:00:00,0.17,1960.9,2046.6,85.7,Moderate Delay
277,Hyderabad,Kolkata,1890.0,Heavy Rain,32.5,55.4,Severe,City Road,31.8,Same-Day,2025-08-28 14:00:00,0.12,2520.0,2698.5,178.5,Moderate Delay
278,Chennai,Delhi,153.7,Rain,28.2,18.5,Medium,Mixed,48.5,Same-Day,2025-05-12 11:00:00,0.07,204.9,248.0,43.1,Slight Delay
279,Mumbai,Pune,807.3,Rain,19.2,20.4,Medium,City Road,24.4,Same-Day,2025-11-24 18:00:00,0.16,1076.4,1143.8,67.4,Moderate Delay
280,Pune,Jaipur,1206.1,Rain,31.8,53.6,Low,Mixed,13.7,Same-Day,2025-02-18 11:00:00,0.01,1608.1,1661.8,53.7,Slight Delay
281,Bangalore,Ahmedabad,639.6,Rain,19.5,49.8,Medium,Highway,43.4,Express,2025-07-16 13:00:00,0.57,852.8,942.0,89.2,Moderate Delay
282,Raipur,Kolkata,1408.3,Rain,33.8,35.6,High,Highway,1.3,Express,2025-12-01 17:00:00,0.35,1877.7,1968.7,91.0,Moderate Delay
283,Chennai,Mumbai,393.3,Fog,33.5,0.0,Low,Mixed,48.9,Express,2025-03-23 18:00:00,0.06,524.4,547.0,22.6,Slight Delay
284,Ahmedabad,Kolkata,880.1,Fog,35.3,0.0,Low,Rural Road,0.9,Express,2025-11-11 13:00:00,0.35,1173.5,1242.6,69.1,Moderate Delay
285,Chennai,Bangalore,414.6,Heavy Rain,40.7,60.4,Medium,Mixed,1.2,Same-Day,2025-11-07 17:00:00,0.15,552.8,621.6,68.8,Moderate Delay
286,Pune,Jaipur,1352.3,Heavy Rain,12.8,76.4,Medium,City Road,42.0,Same-Day,2025-11-02 08:00:00,0.48,1803.1,1952.2,149.1,Moderate Delay
287,Ahmedabad,Raipur,1490.9,Storm,35.8,44.1,High,Highway,3.9,Same-Day,2025-02-27 07:00:00,0.22,1987.9,2145.0,157.1,Moderate Delay
288,Ahmedabad,Jaipur,1579.0,Cloudy,25.9,3.2,Medium,City Road,12.8,Express,2025-09-24 20:00:00,0.42,2105.3,2208.1,102.8,Moderate Delay
289,Delhi,Kolkata,1653.0,Fog,20.2,0.0,Severe,Highway,22.5,Same-Day,2025-08-17 07:00:00,0.01,2204.0,2336.7,132.7,Moderate Delay
290,Raipur,Bangalore,831.1,Storm,32.9,24.5,Severe,Mixed,8.4,Same-Day,2025-01-30 20:00:00,0.1,1108.1,1253.0,144.9,Moderate Delay
291,Kolkata,Mumbai,1376.6,Heavy Rain,13.9,26.7,High,Highway,15.8,Same-Day,2025-04-22 08:00:00,0.15,1835.5,1940.5,105.0,Moderate Delay
292,Mumbai,Raipur,1829.3,Rain,43.3,29.5,Low,Highway,18.0,Standard,2025-08-30 07:00:00,0.3,2439.1,2526.1,87.0,Moderate Delay
293,Kolkata,Raipur,1016.2,Cloudy,16.8,4.3,Medium,Mixed,34.0,Express,2025-07-15 20:00:00,0.5,1354.9,1415.4,60.5,Moderate Delay
294,Pune,Raipur,1394.0,Clear,18.0,0.0,Medium,Rural Road,6.3,Standard,2025-04-02 18:00:00,0.1,1858.7,1930.4,71.7,Moderate Delay
295,Ahmedabad,Bangalore,185.4,Fog,10.7,0.0,Medium,Highway,8.7,Standard,2025-06-02 20:00:00,0.53,247.2,307.1,59.9,Slight Delay
296,Ahmedabad,Pune,134.3,Storm,23.7,22.6,Severe,City Road,11.4,Standard,2025-08-24 17:00:00,0.58,179.1,400.4,221.3,Severe Delay
297,Bangalore,Hyderabad,1398.9,Cloudy,34.6,0.9,Low,Highway,25.3,Same-Day,2025-08-03 06:00:00,0.25,1865.2,1891.8,26.6,Slight Delay
298,Chennai,Kolkata,302.8,Clear,34.2,0.0,Low,Highway,10.7,Express,2025-11-03 07:00:00,0.24,403.7,403.8,0.1,On Time
299,Chennai,Mumbai,1589.7,Heavy Rain,12.4,40.6,Severe,City Road,28.3,Same-Day,2025-04-22 07:00:00,0.38,2119.6,2308.2,188.6,Severe Delay
300,Bangalore,Jaipur,1689.8,Rain,27.0,30.0,Medium,Rural Road,39.7,Same-Day,2025-11-03 16:00:00,0.27,2253.1,2341.8,88.7,Moderate Delay
301,Chennai,Hyderabad,787.9,Cloudy,38.1,4.5,Medium,Mixed,10.6,Express,2025-05-21 07:00:00,0.04,1050.5,1094.3,43.8,Slight Delay
302,Ahmedabad,Bangalore,763.4,Fog,38.1,0.0,Severe,Mixed,22.0,Standard,2025-06-26 18:00:00,0.6,1017.9,1175.2,157.3,Moderate Delay
303,Ahmedabad,Hyderabad,156.1,Fog,22.9,0.0,Severe,Mixed,23.5,Standard,2025-06-03 18:00:00,0.43,208.1,368.2,160.1,Moderate Delay
304,Bangalore,Jaipur,1612.9,Heavy Rain,37.0,46.1,Medium,City Road,3.8,Express,2025-12-29 10:00:00,0.46,2150.5,2303.4,152.9,Moderate Delay
305,Raipur,Mumbai,297.8,Storm,33.5,51.5,Severe,Mixed,37.2,Same-Day,2025-09-29 10:00:00,0.1,397.1,587.5,190.4,Severe Delay
306,Pune,Chennai,1780.5,Rain,30.3,52.4,Medium,Rural Road,8.2,Same-Day,2025-02-10 20:00:00,0.28,2374.0,2464.0,90.0,Moderate Delay
307,Hyderabad,Delhi,445.5,Storm,24.9,73.1,Medium,Highway,25.6,Express,2025-07-13 07:00:00,0.11,594.0,670.9,76.9,Moderate Delay
308,Delhi,Kolkata,1390.9,Storm,19.2,75.4,Medium,Mixed,32.0,Standard,2025-06-20 15:00:00,0.19,1854.5,1979.2,124.7,Moderate Delay
309,Mumbai,Kolkata,544.0,Cloudy,33.2,4.1,Low,Mixed,39.0,Standard,2025-12-23 12:00:00,0.46,725.3,779.2,53.9,Slight Delay
310,Pune,Chennai,97.2,Storm,33.3,29.2,High,Rural Road,44.9,Express,2025-08-27 17:00:00,0.53,129.6,286.0,156.4,Moderate Delay
311,Kolkata,Hyderabad,513.0,Rain,30.2,10.0,Severe,Mixed,5.2,Standard,2025-08-29 16:00:00,0.6,684.0,863.4,179.4,Moderate Delay
312,Chennai,Pune,64.4,Rain,22.6,63.8,Severe,Highway,28.5,Same-Day,2025-04-24 10:00:00,0.19,85.9,176.9,91.0,Moderate Delay
313,Mumbai,Hyderabad,1529.4,Storm,11.4,67.8,Severe,Rural Road,31.2,Standard,2025-04-11 16:00:00,0.34,2039.2,2287.7,248.5,Severe Delay
314,Chennai,Raipur,1420.6,Storm,23.6,22.2,Medium,Mixed,30.0,Same-Day,2025-12-02 16:00:00,0.56,1894.1,2082.0,187.9,Severe Delay
315,Kolkata,Ahmedabad,1962.6,Fog,32.7,0.0,Severe,Mixed,40.3,Standard,2025-06-30 11:00:00,0.43,2616.8,2798.8,182.0,Severe Delay
316,Bangalore,Jaipur,351.4,Heavy Rain,27.5,56.8,Medium,Highway,35.0,Same-Day,2025-01-18 08:00:00,0.39,468.5,531.4,62.9,Moderate Delay
317,Mumbai,Delhi,1416.2,Heavy Rain,25.9,55.1,Medium,City Road,41.9,Standard,2025-12-29 10:00:00,0.1,1888.3,1991.4,103.1,Moderate Delay
318,Mumbai,Kolkata,815.7,Storm,15.4,47.9,Severe,Rural Road,14.2,Standard,2025-11-13 21:00:00,0.55,1087.6,1316.4,228.8,Severe Delay
319,Raipur,Mumbai,858.2,Clear,13.0,0.0,Severe,Highway,30.5,Standard,2025-09-29 14:00:00,0.53,1144.3,1305.7,161.4,Moderate Delay
320,Ahmedabad,Kolkata,587.3,Clear,38.1,0.0,Severe,City Road,49.9,Standard,2025-02-19 22:00:00,0.02,783.1,899.6,116.5,Moderate Delay
321,Bangalore,Kolkata,143.5,Cloudy,21.7,0.3,High,Rural Road,48.8,Express,2025-07-23 08:00:00,0.49,191.3,266.9,75.6,Moderate Delay
322,Hyderabad,Raipur,948.8,Heavy Rain,19.4,12.6,Medium,City Road,8.8,Express,2025-12-17 08:00:00,0.09,1265.1,1375.8,110.7,Moderate Delay
323,Mumbai,Bangalore,1600.6,Heavy Rain,21.4,27.5,Severe,Mixed,12.0,Same-Day,2025-09-01 07:00:00,0.08,2134.1,2264.2,130.1,Moderate Delay
